比較対象A_ID	比較対象B_ID	比較対象A_表層形	比較対象B_表層形	A-B	B-A
10969	10971	左手	右手	25129	25471
10970	10972	弓手	馬手	0	0
10973	10974	左方	右方	475	267
10975	10976	左舷	右舷	685	658
10977	10978	ライト	レフト	2054	2427
10981	10983	前	後ろ	101876	51212
10981	10985	前	後	2089787	878384
10982	10984	真ん前	真後ろ	11	4
10989	10990	前方	後方	9151	4271
10991	10992	前部	後部	3005	1333
10993	10994	へ先	とも	0	0
10996	10997	機首	機尾	13	2
10998	10999	艦首	艦尾	300	72
11000	11001	前車	後車	81	16
11002	11003	駅前	駅裏	62	17
11004	11005	学校前	学校裏	0	0
11006	11007	敵前	敵背	1	0
11012	11013	神前	仏前	0	0
11018	11019	前門	後門	922	22
11025	11026	前線	銃後	0	0
11034	11035	縦	横	124723	42415
11037	11038	左横	右横	105	136
11044	11045	左わき	右わき	9	10
11049	11050	斜め左	斜め右	0	0
11051	11052	斜め前	斜め後ろ	17	2
11063	11065	上	下	1955046	1043384
11064	11066	上	下	1955046	1043384
11064	11068	上	下	1955046	1043384
11069	11070	上	下	1955046	1043384
11072	11073	真上	真下	512	215
11074	11075	直上	直下	104	70
11080	11081	最上	最下	96	49
11085	11086	上手	下手	22197	9150
11087	11088	上側	下側	5893	3501
11089	11090	上方	下方	6690	4505
11091	11092	上手	下手	22197	9150
11093	11094	上部	中部	0	0
11093	11095	上部	下部	20395	10391
11094	11095	中部	下部	0	0
11096	11097	上段	中段	0	0
11096	11099	上段	下段	9661	2966
11097	11099	中段	下段	0	0
11101	11102	地上	地下	8056	11704
11101	11103	地上	地中	522	899
11101	11105	地上	天上	862	1181
11101	11106	地上	空中	2671	2161
11103	11106	地中	空中	93	93
11103	11109	地中	海中	0	0
11106	11109	空中	海中	103	66
11109	11112	海中	海上	0	0
11110	11114	水中	水上	407	440
11111	11112	陸上	海上	2121	1156
11111	11114	陸上	水上	366	260
11132	11133	階上	階下	210	111
11134	11135	床上	床下	803	440
11139	11140	また上	また下	9	3
11141	11142	風上	風下	542	242
11144	11145	川上	川下	1202	310
11147	11148	上流	中流	0	0
11147	11149	上流	下流	13498	5439
11148	11149	中流	下流	0	0
11150	11151	樹上	樹下	5	1
11161	11215	真ん中	隅	481	565
11161	11243	真ん中	端	4520	3988
11180	11280	中枢	末端	79	50
11184	11226	センター	コーナー	6373	1275
11192	11204	町中	町外れ	8	4
11193	11206	都心	郊外	1867	1201
11198	11199	外心	内心	34	49
11224	11225	内角	外角	520	416
11248	11251	両端	片端	87	47
11249	11250	両端	一端	632	513
11254	11255	前端	後端	1361	654
11256	11258	左端	右端	2443	1655
11257	11259	左端	右端	2443	1655
11260	11261	上端	下端	4639	2969
11262	11263	東端	西端	400	329
11264	11265	南端	北端	509	720
11274	11275	陰極	陽極	1585	2506
11280	11283	末端	先端	165	220
11320	11323	多面	一面	95	186
11321	11322	両面	片面	1733	2269
11323	11324	一面	他面	0	0
11327	11328	内面	外面	3311	3584
11329	11331	正面	側面	0	0
11329	11332	正面	背面	1835	688
11331	11332	側面	背面	0	0
11335	11336	平面	曲面	936	591
11341	11342	凹面	凸面	172	206
11380	11381	表	裏	147061	112223
11382	11383	表面	裏面	11186	3675
11384	11385	Ａ面	Ｂ面	0	0
11393	11394	両側	片側	773	1098
11402	11403	こちら側	あちら側	572	434
11405	11406	表側	裏側	2788	1283
11407	11408	内側	外側	21396	25517
11410	11412	右側	左側	15422	25876
11411	11413	右側	左側	15422	25876
11414	11415	東側	西側	4615	4376
11416	11417	南側	北側	3961	5196
11418	11419	山手	海手	14	6
11418	11420	山手	浜手	17	5
11421	11422	山側	海側	662	663
11433	11437	内	外	750157	532011
11433	11441	内	外	750157	532011
11433	11442	内	表	473603	258137
11436	11439	内	外	750157	532011
11436	11440	内	外	750157	532011
11437	11443	外	中	623843	755924
11445	11449	内部	外部	15102	13280
11446	11450	中側	外側	138	266
11447	11450	内側	外側	21396	25517
11448	11451	内面	外面	3311	3584
11458	11459	インサイド	アウトサイド	782	390
11463	11464	圏内	圏外	157	232
11465	11466	域内	域外	175	90
11467	11468	枠内	枠外	38	13
11472	11473	管内	管外	202	107
11477	11478	構内	構外	124	78
11479	11480	場内	場外	430	280
11482	11484	社内	社外	4155	1699
11485	11486	所内	所外	49	23
11487	11488	校内	校外	294	79
11489	11490	学内	学外	753	229
11491	11492	坑内	坑外	31	23
11493	11494	港内	港外	33	15
11495	11496	室内	室外	3273	1716
11497	11498	屋内	屋外	6322	4853
11499	11500	インドア	アウトドア	1745	1472
11501	11502	館内	館外	207	53
11503	11504	邸内	邸外	5	3
11506	11507	門内	門外	0	2
11511	11513	城中	城外	10	4
11512	11513	城内	城外	130	82
11514	11515	車内	車外	1017	820
11516	11517	車中	船内	0	0
11517	11518	船内	船外	193	133
11518	11519	船外	船中	0	0
11522	11523	院内	院外	762	239
11525	11526	獄中	獄外	34	9
11531	11532	市内	市外	865	500
11533	11534	洛外	洛中	58	1239
11535	11536	国内	国外	6647	2207
11535	11537	国内	海外	57709	29621
11540	11541	閣内	閣外	41	14
11542	11543	部内	部外	96	46
11551	11553	空中	地中	93	93
11551	11556	空中	海中	0	0
11553	11556	地中	海中	0	0
11560	11561	体内	体外	2437	911
11668	11670	山辺	海辺	5	5
11680	11681	左隣	右隣	469	445
11684	11704	近所	遠方	457	255
11687	11704	近辺	遠方	99	65
11705	11706	遠く	近く	13853	11225
11712	11714	近国	遠国	19	10
11744	11745	この辺	その辺	0	0
11744	11746	この辺	あの辺	0	0
11745	11746	その辺	あの辺	0	0
11777	11778	有形	無形	3816	299
11798	11802	原形	変形	34	27
11812	11813	平面図形	立体図形	0	0
11852	11853	先太	先細	6	5
11867	11900	円形	方形	0	0
11868	11869	大円	小円	95	38
11876	11897	丸形	角形	126	110
11893	11894	直角三角形	鋭角三角形	0	0
11922	11928	大形	小形	75	70
11923	11929	大型	小型	11116	10754
11943	11944	縦長	横長	1101	711
11949	11950	Ａ判	Ｂ判	0	0
11951	11952	大判	小判	1096	169
12063	12064	直角	鋭角	0	0
12063	12065	直角	鈍角	0	0
12064	12065	鋭角	鈍角	242	120
12070	12071	頂角	底角	8	7
12072	12073	内角	外角	520	416
12082	12083	仰角	俯角	134	27
12085	12086	入射角	反射角	0	0
12097	12098	円錐	角錐	0	0
12105	12106	円柱	角柱	0	0
12133	12134	小粒	大粒	466	697
12147	12148	凹	凸	62376	46477
12190	12191	反り身	前かがみ	0	1
12237	12238	横穴	縦穴	37	91
12247	12249	出口	入り口	1229	3420
12252	12253	表口	裏口	82	37
12254	12255	東口	西口	2227	2227
12256	12257	南口	北口	1233	1788
12264	12265	昇り口	降り口	2	1
12270	12272	改札口	出札口	0	0
12317	12318	前明き	後ろ明き	0	0
12339	12340	大柄	小柄	446	466
12371	12372	縦じま	横じま	77	19
12420	12422	板目	正目	0	0
12510	12511	前列	後列	1830	554
12514	12515	横隊	縦隊	41	35
12517	12518	縦列	横列	147	81
12519	12520	円陣	方陣	0	0
12544	12545	外層	内層	561	685
12546	12547	表層	深層	771	264
12548	12549	上層	下層	3076	2173
12555	12556	外郭	内郭	91	48
12581	12583	食いで	飲みで	0	0
12595	12596	出力	入力	20414	33432
12622	12625	純量	総量	0	0
12636	12637	最高値	最低値	0	0
12658	12659	年額	月額	0	0
12676	12677	月産	日産	0	0
12686	12697	得点	失点	5037	3105
12694	12695	満点	零点	0	1
12700	12701	最高点	最低点	0	0
12719	12720	暦年齢	精神年齢	0	0
12722	12723	満年齢	数え年	0	0
12724	12725	満	数え	0	0
12726	12727	足掛け	丸	0	0
12760	12763	実数	概数	0	7
12764	12765	内数	外数	7	0
12767	12768	未知数	既知数	0	0
12769	12771	定数	変数	440	564
12786	12787	最高値	最低値	0	0
12885	12894	実数	虚数	356	269
12886	12898	整数	小数	0	0
12886	12900	整数	分数	0	0
12888	12889	有理数	無理数	0	0
12890	12891	奇数	偶数	3849	3019
12892	12893	丁	半	10169	11367
12898	12900	小数	分数	0	0
12901	12902	真分数	帯分数	0	0
12905	12906	正	負	47615	31593
12907	12908	正数	負数	84	52
12910	12911	プラス	マイナス	38458	21167
12912	12913	無名数	名数	0	0
12931	12932	定数	変数	440	564
12935	12937	分母	分子	1597	1192
12936	12938	公分母	公分子	0	0
12939	12940	乗数	被乗数	0	0
12941	12942	除数	被除数	0	0
12943	12946	倍数	約数	128	101
12944	12947	公倍数	公約数	0	0
12945	12948	最小公倍数	最大公約数	0	0
12953	12955	実根	虚根	7	1
12954	12956	実数解	虚数解	0	0
12960	12961	等差級数	等比級数	0	0
12982	12983	衆	寡	0	0
12984	12985	多め	少なめ	1549	1477
12988	12989	多元	一元	53	132
12991	12993	多数	少数	4278	4011
12994	12995	多勢	無勢	2965	31
12996	13006	小勢	大勢	12	26
12997	13003	多人数	小人数	0	0
13002	13005	大人数	小人数	0	0
13008	13009	大入り	不入り	8	1
13023	13076	多作	寡作	0	0
13041	13050	多量	少量	262	326
13042	13050	大量	少量	1317	1142
13077	13082	巨額	小額	17	6
13078	13081	多額	少額	88	195
13079	13082	高額	小額	92	170
13079	13083	高額	低額	297	193
13088	13089	大口	小口	461	571
13100	13101	全額	半額	0	0
13109	13110	最長	最短	447	1418
13111	13112	長め	短め	903	856
13116	13117	ロング	ショート	14252	11377
13122	13138	身丈	身幅	0	0
13128	13129	着尺	羽尺	0	0
13130	13131	内のり	外のり	1	0
13139	13140	前幅	後ろ幅	12	9
13145	13149	並幅	広幅	0	0
13145	13150	並幅	半幅	0	0
13146	13148	小幅	大幅	423	545
13152	13153	シングル幅	ダブル幅	0	0
13160	13161	大また	小また	8	1
13162	13163	広軌	狭軌	80	53
13171	13172	直径	半径	0	0
13173	13174	長径	短径	508	228
13176	13177	外径	内径	2107	1925
13178	13179	奥行き	間口	0	0
13195	13196	高さ	低さ	0	0
13197	13198	高め	低め	1684	1378
13199	13200	最高	最低	11679	8966
13227	13234	深め	浅め	116	152
13238	13243	厚め	薄め	286	230
13239	13242	厚手	薄手	907	808
13253	13255	遠距離	近距離	0	0
13267	13269	長距離	短距離	0	0
13322	13330	大	中	0	0
13322	13332	大	小	1037224	1077593
13324	13333	最大	最小	9066	9659
13325	13334	極大	極小	621	245
13330	13332	中	小	0	0
13347	13352	太さ	細さ	0	0
13349	13353	極太	極細	62	99
13351	13355	肉太	肉細	1	0
13366	13373	高速	低速	2777	3613
13377	13378	拙速	巧遅	51	210
13382	13383	時速	分速	0	0
13382	13384	時速	秒速	0	0
13383	13384	分速	秒速	0	0
13460	13461	重量	軽量	4764	3141
13485	13488	摂氏	華氏	0	0
13495	13496	気温	水温	0	0
13505	13506	高温	低温	5318	5291
13519	13520	緯度	経度	5978	1511
13522	13523	北緯	南緯	281	64
13524	13525	東経	西経	381	100
13530	13531	水圧	気圧	0	0
13582	13590	軽度	重度	1379	646
13604	13605	適度	過度	297	248
13610	13611	以上	以下	59403	30018
13612	13613	以内	以外	1711	5249
13617	13620	内	外	750157	532011
13621	13622	#NAME?	#NAME?	0	0
13623	13624	枠内	枠外	38	13
13625	13626	埒内	埒外	0	0
13631	13632	最大	最小	9066	9659
13633	13634	最多	最少	214	151
13640	13643	最高	最低	11679	8966
13644	13686	有限	無限	2052	1558
13655	13656	上限	下限	4288	3014
13657	13658	ピン	キリ	17580	2567
13671	13674	最大限	最小限	0	0
13672	13675	マキシマム	ミニマム	49	65
13682	13684	絶頂	どん底	187	24
13690	13696	十全	不全	8	5
13698	13699	積	商	0	0
13707	13708	平方	立方	0	0
13715	13717	平方根	立方根	0	0
13719	13721	和	差	21188	18613
13725	13726	大差	小差	18	15
13758	13759	月割り	日割り	0	0
13763	13765	比例	反比例	0	0
13764	13765	正比例	反比例	0	0
13801	13802	高率	低率	16	20
13842	13845	出生率	死亡率	0	0
13875	13876	応分	過分	1	1
13888	13890	食べ過ぎ	飲み過ぎ	0	0
13891	13892	入超	出超	17	13
13893	13894	#NAME?	#NAME?	0	0
13951	13953	欠員	冗員	0	0
13951	13954	欠員	剰員	0	0
13993	14120	全部	一部	19605	12400
13994	14085	全体	部分	18872	25740
14000	14129	全容	一端	12	4
14001	14129	全貌	一端	17	7
14026	14085	総体	部分	102	150
14092	14093	前部	後部	3005	1333
14094	14095	上部	下部	20395	10391
14100	14101	腹部	背部	365	250
14105	14121	大部分	一部分	0	0
14129	14134	一端	両端	0	0
14184	14188	複	単	40621	59912
14185	14189	両	片	23558	21173
14187	14190	ダブル	シングル	9481	17297
14200	14202	基本単位	誘導単位	0	0
14211	14212	金本位	銀本位	0	0
14294	14295	双方	一方	1119	2508
14294	14297	双方	片方	186	148
14295	14296	一方	他方	0	0
14304	14305	単数	複数	3575	1040
14306	14307	単	複	59912	40621
14308	14309	シングル	ダブル	0	0
14311	14312	単線	複線	731	578
14646	14650	一重	八重	0	0
14665	14670	ついたち	みそか	2	7
14672	14673	大みそか	元日	0	0
14728	14729	いろは	五十音	0	0
14741	14743	甲	乙	24644	6883
14829	14835	デカ	デシ	0	0
14830	14836	ヘクト	センチ	0	0
14831	14837	キロ	ミリ	0	0
14832	14839	メガ	マイクロ	206	210
14833	14841	ギガ	ナノ	0	0
14834	14842	テラ	ピコ	0	0
14912	14916	キロメートル	ミリメートル	0	0
14913	14917	キロ	ミリ	0	0
14977	14979	キロリットル	ミリリットル	0	0
15002	15004	キログラム	ミリグラム	0	0
15032	15033	ベクレル	シーベルト	0	0
15120	15122	拍	音節	0	0
15121	15123	モーラ	食	0	0
15128	15129	手	足	0	0
15177	15178	頭	尾	22163	14355
15367	15373	今人	古人	12	16
15368	15377	現代人	古代人	0	0
15374	15378	先人	後人	17	6
15450	15451	#NAME?	#NAME?	0	0
15455	15456	ミスター	ミセス	377	81
15455	15457	ミスター	ミス	3443	3024
15456	15457	ミセス	ミス	0	0
15459	15460	ムッシュー	マダム	56	50
15460	15461	マダム	マドモアゼル	0	0
15462	15463	セニョール	セニョリータ	91	8
15466	15467	居士	大姉	0	0
15468	15469	信士	信女	0	0
15493	15548	おれ	貴様	0	0
15501	15532	小生	貴兄	0	0
15503	15531	小弟	大兄	1	3
15561	15562	諸兄	諸姉	0	0
15576	15578	彼	彼女	223222	178799
15580	15581	こいつ	そいつ	0	0
15580	15582	こいつ	あいつ	0	0
15581	15582	そいつ	あいつ	0	0
15587	15588	この方	その方	0	0
15587	15589	この方	あの方	0	0
15588	15589	その方	あの方	0	0
15590	15591	この人	その人	0	0
15590	15592	この人	あの人	0	0
15591	15592	その人	あの人	0	0
15636	15650	自分	他人	102576	82073
15644	15659	本人	代人	7	1
15644	15663	本人	替え玉	0	0
15666	15667	当方	先方	298	273
15690	15741	神	仏	0	0
15690	15881	神	悪魔	11946	7010
15692	15743	神様	仏様	0	0
15701	15702	天つ神	国つ神	0	0
15705	15706	男神	女神	714	431
15722	15726	福の神	貧乏神	0	0
15867	15868	生霊	死霊	105	56
15939	15965	男	女	1298906	684993
15941	15968	男性	女性	237592	192739
15943	15971	男の人	女の人	0	0
15944	15972	男の子	女の子	55031	34545
15945	15973	おのこ	おなご	20	23
15950	15992	紳士	淑女	5293	239
15951	15977	マン	ウーマン	5003	1895
15956	15984	ますらお	たおやめ	0	0
15975	15976	ミス	ミセス	0	0
16014	16023	美男	美女	13173	574
16019	16025	色男	色女	12	1
16025	16037	色女	ぶおんな	0	0
16040	16042	おかめ	ひょっとこ	0	0
16043	16044	美少年	美少女	0	0
16050	16054	大兵	小兵	10	10
16057	16062	ホモ	レズ	779	433
16058	16061	ゲイ	レスビアン	36	20
16064	16065	東男	京女	0	0
16066	16067	年男	年女	0	0
16068	16069	雨男	雨女	0	0
16070	16071	晴れ男	晴れ女	0	0
16078	16079	男児	女児	1986	1020
16080	16081	男の子	女の子	55031	34545
16108	16109	少年	少女	45945	13194
16112	16113	ボーイ	ガール	7508	2457
16123	16126	童男	童女	0	0
16137	16138	坊ちゃん	嬢ちゃん	0	0
16152	16154	ローティーン	ハイティーン	0	0
16156	16157	ジュニア	シニア	1680	799
16159	16202	若者	老人	2704	2781
16170	16172	姉さん	兄さん	0	0
16171	16173	姉ちゃん	あんちゃん	0	0
16190	16192	おじさん	おばさん	0	0
16194	16195	おじん	おばん	122	17
16206	16207	老爺	老婆	24	30
16208	16211	おきな	おうな	0	0
16209	16212	翁	媼	198	25
16214	16215	老翁	老媼	0	0
16219	16225	じじ	ばば	10559	491
16220	16226	じい	ばあ	71284	8989
16221	16227	じじい	ばばあ	434	97
16222	16228	じいさん	ばあさん	0	0
16223	16229	おじいさん	おばあさん	0	0
16257	16258	父子	母子	395	1632
16259	16262	父兄	子弟	0	0
16273	16274	尊属	卑属	153	124
16278	16280	当主	先代	70	245
16279	16280	当代	先代	0	0
16281	16282	相続人	被相続人	0	0
16327	16328	源氏	平家	0	0
16327	16329	源氏	平氏	0	0
16343	16364	夫	妻	228698	84656
16346	16368	ハズバンド	ワイフ	20	21
16351	16400	主人	家内	134	127
16352	16394	亭主	女房	641	604
16353	16401	旦那様	奥様	0	0
16356	16411	宿六	山の神	0	0
16360	16362	先夫	後夫	0	0
16361	16362	前夫	後夫	12	0
16415	16417	若妻	老妻	1	0
16418	16419	先妻	後妻	226	129
16424	16429	正妻	内妻	0	0
16425	16426	正室	側室	466	235
16430	16437	良妻	悪妻	64	31
16431	16438	賢妻	愚妻	3	1
16450	16460	独身者	妻帯者	0	0
16453	16454	女やもめ	男やもめ	4	21
16455	16459	未婚者	既婚者	0	0
16463	16473	婿	嫁	2492	5073
16464	16477	花婿	花嫁	1268	2515
16465	16479	新郎	新婦	58578	6447
16487	16489	二親	片親	0	0
16495	16496	父	母	379268	166879
16497	16498	父上	母上	0	0
16499	16506	お父様	お母様	0	0
16500	16507	お父さん	お母さん	0	0
16501	16508	お父ちゃん	お母ちゃん	0	0
16502	16510	父さん	母さん	0	0
16503	16509	父ちゃん	母ちゃん	0	0
16504	16511	おとっつぁん	おっかさん	0	0
16513	16516	おやじ	おふくろ	337	93
16514	16517	おやじさん	おふくろさん	0	0
16519	16522	父親	母親	20685	14771
16521	16523	男親	女親	161	60
16524	16526	パパ	ママ	141797	60987
16525	16528	ステージパパ	ステージママ	0	0
16533	16535	父君	母君	0	0
16536	16537	父御	母御	0	0
16538	16539	慈父	慈母	6	1
16541	16542	老父	老母	28	18
16546	16547	父性	母性	468	515
16551	16552	亡父	亡母	41	12
16557	16558	実父	実母	354	277
16557	16571	実父	継父	50	29
16557	16572	実父	まま父	0	0
16557	16580	実父	養父	128	116
16557	16583	実父	義父	199	201
16558	16573	実母	継母	124	131
16558	16574	実母	まま母	3	3
16558	16581	実母	養母	72	44
16558	16584	実母	義母	0	0
16559	16579	実父母	養父母	0	0
16560	16569	実の親	まま親	0	0
16571	16573	継父	継母	38	42
16572	16574	まま父	まま母	0	0
16580	16581	養父	養母	149	68
16583	16584	義父	義母	8395	3715
16585	16586	しゅうと	しゅうとめ	45	13
16591	16592	祖父	祖母	11172	4334
16593	16594	おじいさん	おばあさん	0	0
16595	16596	じじ	ばば	10559	491
16597	16598	外祖父	外祖母	0	0
16600	16601	曾祖父	曾祖母	0	0
16602	16603	ひいおじいさん	ひいおばあさん	0	0
16604	16605	高祖父	高祖母	0	0
16642	16645	一男	一女	504	33
16647	16649	息子	娘	42147	38495
16650	16651	子息	息女	0	0
16652	16653	令息	令嬢	77	25
16654	16657	ひこ	姫	0	0
16676	16677	皇子	皇女	0	0
16680	16681	王子	王女	2130	909
16683	16684	プリンス	プリンセス	746	455
16686	16687	皇太子	皇太子妃	0	0
16706	16709	長子	次子	0	0
16706	16718	長子	末子	77	15
16707	16708	長男	長女	0	0
16711	16714	次男	次女	0	0
16712	16715	二男	二女	0	0
16721	16722	先腹	後腹	1	0
16728	16729	ひとり息子	ひとり娘	0	0
16733	16734	実子	義子	3	1
16733	16736	実子	養子	782	539
16760	16762	内孫	外孫	109	61
16780	16783	兄弟	姉妹	25954	3022
16785	16799	兄	姉	0	0
16786	16800	兄上	姉上	0	0
16787	16801	令兄	令姉	0	0
16792	16793	長兄	次兄	0	0
16795	16804	兄貴	姉貴	0	0
16796	16805	兄さん	姉さん	0	0
16797	16806	お兄さん	お姉さん	0	0
16798	16807	あんちゃん	姉ちゃん	0	0
16809	16811	弟	妹	0	0
16810	16812	弟さん	妹さん	0	0
16817	16818	令弟	令妹	0	0
16819	16822	賢弟	愚弟	3	2
16820	16821	弟御	妹御	0	0
16822	16823	愚弟	愚妹	12	4
16828	16833	実兄	義兄	0	0
16829	16834	実姉	義姉	31	38
16830	16835	実弟	義弟	0	0
16831	16836	実妹	義妹	0	0
16837	16838	小じゅうと	小じゅうとめ	0	0
16841	16843	亡兄	亡弟	0	0
16842	16844	亡姉	亡妹	0	0
16853	16857	近親	遠戚	0	0
16856	16858	内戚	外戚	0	0
16862	16863	父方	母方	2135	849
16866	16869	伯父・叔父	伯母・叔母	0	0
16867	16870	伯父	伯母	2187	564
16868	16871	叔父	叔母	5624	1113
16872	16875	伯父さん・叔父さん	伯母さん・叔母さん	0	0
16873	16876	伯父さん	伯母さん	0	0
16874	16877	叔父さん	叔母さん	0	0
16878	16880	伯父	伯母	2187	564
16879	16881	叔父	叔母	5624	1113
16882	16885	大伯父・大叔父	大伯母・大叔母	0	0
16883	16886	大伯父	大伯母	16	2
16884	16887	大叔父	大叔母	80	32
16888	16890	おい	めい	1044	1069
16889	16891	おい御	めい御	0	0
16893	16896	従兄弟	従姉妹	233	112
16894	16895	従兄	従弟	0	0
16897	16898	従姉	従妹	0	0
16918	16920	味方	敵	11381	38959
16918	16921	味方	敵方	88	98
16925	16926	大敵	小敵	11	29
16927	16928	強敵	弱敵	0	3
16941	16970	仲間	のけ者	16	12
17032	17033	良友	悪友	5	3
17051	17052	ボーイフレンド	ガールフレンド	2	0
17061	17062	顔なじみ	見ず知らず	0	0
17083	17084	彼氏	彼女	31701	16586
17093	17094	情夫	情婦	6	4
17095	17096	色男	色女	12	1
17111	17130	主人	客人	114	50
17113	17117	旦那様	奥様	0	0
17115	17128	亭主	客	0	0
17125	17126	ホステス	ホスト	226	535
17125	17131	ホステス	ゲスト	24	42
17126	17131	ホスト	ゲスト	1775	1146
17150	17151	主賓	陪賓	0	0
17205	17208	東洋人	西洋人	0	0
17295	17296	邦人	外人	12	28
17315	17316	パリジャン	パリジェンヌ	0	0
17381	17385	明君	暗君	11	1
17382	17384	仁君	暴君	3	2
17390	17422	天皇	皇后	0	0
17416	17417	新帝	先帝	0	0
17424	17426	王	女王	0	0
17428	17429	キング	クイーン	2868	1615
17443	17444	外様大名	譜代大名	0	0
17476	17478	譜代	外様	0	0
17482	17483	貴	賤	1257	150
17499	17516	武士	町人	0	0
17525	17526	治者	被治者	0	0
17528	17534	ブルジョア	プロレタリア	0	0
17529	17535	ブルジョアジー	プロレタリアート	0	0
17533	17541	労働者階級	資本家階級	0	0
17536	17537	無産階級	有産階級	0	0
17570	17586	金持ち	貧乏人	0	0
17573	17587	富者	貧者	241	131
17639	17644	偉才	鈍才	0	0
17656	17718	偉人	凡人	65	38
17705	17718	賢人	凡人	22	22
17705	17915	賢人	愚人	66	29
17760	17763	名手	凡手	0	0
17762	17763	妙手	凡手	0	0
17774	17775	話し上手	聞き上手	0	0
17779	17780	碩学	浅学	1	0
17832	17835	理論家	実務家	0	0
17866	17868	サディスト	マゾヒスト	204	65
17867	17869	サド	マゾ	975	299
17886	17887	ペシミスト	オプチミスト	0	0
17908	17909	出家	在家	401	278
17911	17912	善男	善女	0	0
17949	17950	紳士	淑女	5293	239
17951	17952	ジェントルマン	レディー	27	201
17970	17973	常人	奇人	8	4
18013	18099	善人	悪人	2478	1515
18043	18044	男だて	女だて	0	0
18103	18104	悪漢	悪女	0	0
18127	18128	不良少年	不良少女	0	0
18175	18197	エキスパート	ビギナー	134	500
18176	18189	玄人	素人	751	1446
18177	18190	プロフェッショナル	アマチュア	317	245
18178	18182	プロ	ノンプロ	106	94
18178	18191	プロ	アマ	26156	14082
18183	18192	熟練者	未熟者	0	0
18234	18248	古顔	新顔	3	3
18235	18244	古手	新手	0	1
18235	18245	古手	若手	14	19
18253	18413	粋人	やぼてん	0	0
18254	18413	通人	やぼてん	0	0
18311	18312	ヒーロー	ヒロイン	6685	3372
18315	18322	売れっ子	お茶ひき	0	0
18330	18331	強者	弱者	3066	2585
18332	18333	勝者	敗者	5118	1377
18347	18348	笑い上戸	泣き上戸	0	0
18361	18362	暑がり	寒がり	0	0
18382	18389	働き者	怠け者	180	107
18415	18416	下戸	上戸	65	102
18439	18440	甘党	辛党	362	128
18441	18442	左党	右党	10	4
18517	18518	男囚	女囚	2	3
18551	18552	健常者	障害者	0	0
18587	18594	死者	生者	858	1115
18589	18595	死亡者	生存者	0	0
18595	18596	生存者	犠牲者	0	0
18605	18606	山賊	海賊	0	0
19059	19081	要員	冗員	0	0
19061	19071	スタッフ	キャスト	0	0
19063	19067	正員	客員	0	0
19079	19081	欠員	冗員	0	0
19079	19082	欠員	剰員	0	0
19139	19143	兼職	本職	0	0
19141	19144	前職	現職	369	193
19148	19150	閑職	激職	0	0
19148	19151	閑職	劇職	0	0
19153	19154	本官	兼官	0	0
19222	19224	名医	やぶ医者	0	0
19223	19224	良医	やぶ医者	0	0
19252	19254	内科医	外科医	0	0
19354	19355	ソプラノ	テノール	0	0
19354	19356	ソプラノ	テナー	0	0
19399	19400	男優	女優	4126	3225
19418	19419	色悪	実悪	0	0
19422	19423	表方	裏方	48	49
19435	19436	突っ込み	ぼけ	53	179
19527	19597	僧	俗	0	0
19527	19598	僧	俗人	0	0
19655	19656	国家公務員	地方公務員	0	0
19662	19663	キャリア	ノンキャリア	0	0
19672	19676	大官	小官	0	1
19674	19678	能吏	俗吏	0	0
19691	19692	文官	武官	0	0
19710	19711	政務次官	事務次官	0	0
19712	19713	大納言	中納言	0	0
19712	19714	大納言	少納言	0	0
19713	19714	中納言	少納言	0	0
19754	19755	左大臣	右大臣	0	0
19766	19772	裁判官	検察官	0	0
19769	19770	判事	検事	0	0
19811	19812	ホスト	ホステス	535	226
19817	19818	教官	技官	0	0
19817	19819	教官	事務官	0	0
19818	19819	技官	事務官	0	0
19834	19835	行政書士	司法書士	0	0
19911	19912	大農	中農	0	0
19911	19913	大農	小農	8	3
19912	19913	中農	小農	0	0
19916	19918	豪農	貧農	9	4
19917	19918	富農	貧農	20	12
19919	19920	自作農	小作農	0	0
20040	20041	ブルーカラー	ホワイトカラー	0	0
20122	20144	じいや	ばあや	122	22
20130	20131	男衆	おなご衆	4	1
20135	20136	上女中	下女中	0	0
20152	20153	炊夫	炊婦	0	0
20172	20173	ソムリエ	ソムリエール	0	0
20175	20176	ウエーター	ウエートレス	0	0
20177	20178	ホスト	ホステス	535	226
20200	20201	スチュワード	スチュワーデス	0	0
20265	20267	卒業生	在校生	0	0
20269	20270	上級生	下級生	0	0
20322	20323	官兵	私兵	1	1
20322	20337	官兵	賊兵	0	0
20350	20351	戦闘員	非戦闘員	0	0
20508	20510	主将	副将	0	0
20593	20598	忠臣	乱臣	0	2
20593	20599	忠臣	逆臣	12	8
20606	20615	師	弟子	13170	7249
20607	20615	師匠	弟子	7131	3534
20607	20623	師匠	門弟	30	30
20619	20622	直弟子	孫弟子	0	0
20620	20621	兄弟子	弟弟子	0	0
20647	20648	大旦那	若旦那	0	0
20650	20651	旧主	新主	1	0
20672	20674	お先棒	後棒	0	0
20673	20674	お先棒担ぎ	後棒	0	0
20702	20703	親方	子方	30	6
20705	20706	親分	子分	2180	422
20707	20708	支配者	被支配者	0	0
20709	20710	征服者	被征服者	0	0
20711	20718	目上	目下	844	329
20716	20719	上役	下役	23	7
20724	20725	先人	後人	17	6
20727	20728	先輩	後輩	28465	10695
20729	20730	先学	後学	0	2
20732	20734	前任	後任	429	204
